"ensembl_gene_id","description","gene_biotype","gcContent","start_position","end_position","transcript_length","chr","band","gene_name","mirbase_id","geneLength"
"ENSG00000199145","microRNA 302d [Source:HGNC Symbol;Acc:HGNC:31765]","miRNA",42.65,112648004,112648071,68,"4","q25","MIR302D","hsa-mir-302d",67
"ENSG00000207927","microRNA 302a [Source:HGNC Symbol;Acc:HGNC:31623]","miRNA",40.58,112648183,112648251,69,"4","q25","MIR302A","hsa-mir-302a",68
"ENSG00000199102","microRNA 302c [Source:HGNC Symbol;Acc:HGNC:31764]","miRNA",45.59,112648363,112648430,68,"4","q25","MIR302C","hsa-mir-302c",67
"ENSG00000284463","microRNA 302b [Source:HGNC Symbol;Acc:HGNC:31763]","miRNA",38.36,112648485,112648557,73,"4","q25","MIR302B","hsa-mir-302b",72
"ENSG00000177192","pseudouridine synthase 1 [Source:HGNC Symbol;Acc:HGNC:15508]","protein_coding",51.99,131929200,131945896,1664,"12","q24.33","PUS1","",16696
"ENSG00000164620","RELT like 2 [Source:HGNC Symbol;Acc:HGNC:26902]","protein_coding",60,141636950,141641064,2154,"5","q31.3","RELL2","",4114
"ENSG00000145349","calcium/calmodulin dependent protein kinase II delta [Source:HGNC Symbol;Acc:HGNC:1462]","protein_coding",36.23,113418054,113761927,3106,"4","q26","CAMK2D","",343873
"ENSG00000114757","peroxisomal biogenesis factor 5 like [Source:HGNC Symbol;Acc:HGNC:30024]","protein_coding",38.14,179794958,180037053,8540,"3","q26.33","PEX5L","",242095
"ENSG00000134186","pre-mRNA processing factor 38B [Source:HGNC Symbol;Acc:HGNC:25512]","protein_coding",38.13,108692310,108702928,4831,"1","p13.3","PRPF38B","",10618
"ENSG00000117877","RNA polymerase I subunit G [Source:HGNC Symbol;Acc:HGNC:24219]","protein_coding",53.47,45406644,45410737,2822,"19","q13.32","POLR1G","",4093
"ENSG00000177363","LRRN4 C-terminal like [Source:HGNC Symbol;Acc:HGNC:33724]","protein_coding",53.66,62686406,62689530,2212,"11","q12.3","LRRN4CL","",3124
"ENSG00000234857","HNRNPUL2-BSCL2 readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:49189]","protein_coding",48.92,62690275,62727384,4001,"11","q12.3","HNRNPUL2-BSCL2","",37109
"ENSG00000276547","protocadherin gamma subfamily B, 5 [Source:HGNC Symbol;Acc:HGNC:8712]","protein_coding",45.44,141397947,141512975,2670,"5","q31.3","PCDHGB5","",115028
"ENSG00000162188","G protein subunit gamma 3 [Source:HGNC Symbol;Acc:HGNC:4405]","protein_coding",55.31,62707676,62709201,864,"11","q12.3","GNG3","",1525
"ENSG00000104884","ERCC excision repair 2, TFIIH core complex helicase subunit [Source:HGNC Symbol;Acc:HGNC:3434]","protein_coding",56.56,45349837,45370918,4108,"19","q13.32","ERCC2","",21081
"ENSG00000063438","aryl-hydrocarbon receptor repressor [Source:HGNC Symbol;Acc:HGNC:346]","protein_coding",51.64,321714,438291,563,"5","p15.33","AHRR","",116577
"ENSG00000143107","fibronectin type III domain containing 7 [Source:HGNC Symbol;Acc:HGNC:26668]","protein_coding",42.66,108712908,108742749,3090,"1","p13.3","FNDC7","",29841
"ENSG00000214753","heterogeneous nuclear ribonucleoprotein U like 2 [Source:HGNC Symbol;Acc:HGNC:25451]","protein_coding",46.25,62712630,62727457,5214,"11","q12.3","HNRNPUL2","",14827
"ENSG00000134313","kinase D interacting substrate 220 [Source:HGNC Symbol;Acc:HGNC:29508]","protein_coding",38.39,8721081,8837630,8735,"2","p25.1","KIDINS220","",116549
"ENSG00000198598","matrix metallopeptidase 17 [Source:HGNC Symbol;Acc:HGNC:7163]","protein_coding",61.93,131828393,131851783,1870,"12","q24.33","MMP17","",23390
"ENSG00000145730","peptidylglycine alpha-amidating monooxygenase [Source:HGNC Symbol;Acc:HGNC:8596]","protein_coding",35.93,102753981,103029730,570,"5","q21.1","PAM","",275749
"ENSG00000116266","syntaxin binding protein 3 [Source:HGNC Symbol;Acc:HGNC:11446]","protein_coding",36.04,108746674,108809523,561,"1","p13.3","STXBP3","",62849
"ENSG00000150768","dihydrolipoamide S-acetyltransferase [Source:HGNC Symbol;Acc:HGNC:2896]","protein_coding",40.93,112025408,112064404,2118,"11","q23.1","DLAT","",38996
"ENSG00000277052","microRNA 6763 [Source:HGNC Symbol;Acc:HGNC:50139]","miRNA",67.69,132581997,132582061,65,"12","q24.33","MIR6763","hsa-mir-6763",64
"ENSG00000204583","leucine rich colipase like 1 [Source:HGNC Symbol;Acc:HGNC:44160]","protein_coding",57.1,132603150,132610582,825,"12","q24.33","LRCOL1","",7432
"ENSG00000187848","purinergic receptor P2X 2 [Source:HGNC Symbol;Acc:HGNC:15459]","protein_coding",67.12,132618776,132622388,1873,"12","q24.33","P2RX2","",3612
"ENSG00000172992","dephospho-CoA kinase domain containing [Source:HGNC Symbol;Acc:HGNC:26238]","protein_coding",51.25,45023340,45061109,2045,"17","q21.31","DCAKD","",37769
"ENSG00000162641","AKNA domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28398]","protein_coding",41.11,108815898,108963484,812,"1","p13.3","AKNAD1","",147586
"ENSG00000172262","zinc finger protein 131 [Source:HGNC Symbol;Acc:HGNC:12915]","protein_coding",44.17,43065176,43192021,750,"5","p12","ZNF131","",126845
"ENSG00000161714","phospholipase C delta 3 [Source:HGNC Symbol;Acc:HGNC:9061]","protein_coding",57.79,45108959,45133354,6132,"17","q21.31","PLCD3","",24395
"ENSG00000197780","TATA-box binding protein associated factor 13 [Source:HGNC Symbol;Acc:HGNC:11546]","protein_coding",43.53,109062486,109076003,1076,"1","p13.3","TAF13","",13517
"ENSG00000277249","microRNA 6784 [Source:HGNC Symbol;Acc:HGNC:49988]","miRNA",67.16,45114367,45114433,67,"17","q21.31","MIR6784","hsa-mir-6784",66
"ENSG00000181513","acyl-CoA binding domain containing 4 [Source:HGNC Symbol;Acc:HGNC:23337]","protein_coding",54.45,45132600,45144181,589,"17","q21.31","ACBD4","",11581
"ENSG00000215717","transmembrane protein 167B [Source:HGNC Symbol;Acc:HGNC:30187]","protein_coding",41.99,109090764,109096934,2769,"1","p13.3","TMEM167B","",6170
"ENSG00000198452","olfactory receptor family 14 subfamily L member 1 pseudogene [Source:HGNC Symbol;Acc:HGNC:15023]","protein_coding",34.84,247617143,247622372,3009,"1","q44","OR14L1P","",5229
"ENSG00000183647","zinc finger protein 530 [Source:HGNC Symbol;Acc:HGNC:29297]","protein_coding",46.12,57599885,57612722,4793,"19","q13.43","ZNF530","",12837
"ENSG00000164241","chromosome 5 open reading frame 63 [Source:HGNC Symbol;Acc:HGNC:40051]","protein_coding",39.1,127045235,127073506,3017,"5","q23.2","C5orf63","",28271
"ENSG00000132676","death associated protein 3 [Source:HGNC Symbol;Acc:HGNC:2673]","protein_coding",44.89,155687960,155739010,732,"1","q22","DAP3","",51050
"ENSG00000144524","COP9 signalosome subunit 7B [Source:HGNC Symbol;Acc:HGNC:16760]","protein_coding",44.9,231781671,231809254,1103,"2","q37.1","COPS7B","",27583
"ENSG00000168003","solute carrier family 3 member 2 [Source:HGNC Symbol;Acc:HGNC:11026]","protein_coding",48.31,62856004,62888880,2265,"11","q12.3","SLC3A2","",32876
"ENSG00000161551","zinc finger protein 577 [Source:HGNC Symbol;Acc:HGNC:28673]","protein_coding",41,51804816,51890950,1856,"19","q13.41","ZNF577","",86134
"ENSG00000164418","glutamate ionotropic receptor kainate type subunit 2 [Source:HGNC Symbol;Acc:HGNC:4580]","protein_coding",35,100962701,102081622,2762,"6","q16.3","GRIK2","",1118921
"ENSG00000183718","tripartite motif containing 52 [Source:HGNC Symbol;Acc:HGNC:19024]","protein_coding",43.45,181254417,181261139,763,"5","q35.3","TRIM52","",6722
"ENSG00000214944","Rho guanine nucleotide exchange factor 28 [Source:HGNC Symbol;Acc:HGNC:30322]","protein_coding",39.36,73626158,73941993,5246,"5","q13.2","ARHGEF28","",315835
"ENSG00000136521","NADH:ubiquinone oxidoreductase subunit B5 [Source:HGNC Symbol;Acc:HGNC:7700]","protein_coding",39.72,179604690,179627647,842,"3","q26.33","NDUFB5","",22957
"ENSG00000198093","zinc finger protein 649 [Source:HGNC Symbol;Acc:HGNC:25741]","protein_coding",43.39,51889235,51905040,3192,"19","q13.41","ZNF649","",15805
"ENSG00000168539","cholinergic receptor muscarinic 1 [Source:HGNC Symbol;Acc:HGNC:1950]","protein_coding",53.85,62908679,62921807,2646,"11","q12.3","CHRM1","",13128
"ENSG00000186834","HEXIM P-TEFb complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:24953]","protein_coding",48.3,45148475,45152099,3625,"17","q21.31","HEXIM1","",3624
"ENSG00000136448","N-myristoyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:7857]","protein_coding",51.44,44957992,45109016,4781,"17","q21.31","NMT1","",151024
"ENSG00000133812","SET binding factor 2 [Source:HGNC Symbol;Acc:HGNC:2135]","protein_coding",38.32,9778667,10294219,7551,"11","p15.4","SBF2","",515552
"ENSG00000176024","zinc finger protein 613 [Source:HGNC Symbol;Acc:HGNC:25827]","protein_coding",41.55,51927147,51948759,585,"19","q13.41","ZNF613","",21612
"ENSG00000256683","zinc finger protein 350 [Source:HGNC Symbol;Acc:HGNC:16656]","protein_coding",42.14,51964340,51986856,2355,"19","q13.41","ZNF350","",22516
"ENSG00000177084","DNA polymerase epsilon, catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9177]","protein_coding",50.85,132623753,132687376,2105,"12","q24.33","POLE","",63623
"ENSG00000058056","ubiquitin specific peptidase 13 [Source:HGNC Symbol;Acc:HGNC:12611]","protein_coding",42.29,179653032,179804366,8015,"3","q26.33","USP13","",151334
"ENSG00000079805","dynamin 2 [Source:HGNC Symbol;Acc:HGNC:2974]","protein_coding",53.08,10718055,10833488,2195,"19","p13.2","DNM2","",115433
"ENSG00000180801","arylsulfatase family member J [Source:HGNC Symbol;Acc:HGNC:26286]","protein_coding",36.4,113900284,113979727,4603,"4","q26","ARSJ","",79443
"ENSG00000168395","inhibitor of growth family member 5 [Source:HGNC Symbol;Acc:HGNC:19421]","protein_coding",51.69,241687085,241729478,4199,"2","q37.3","ING5","",42393
"ENSG00000125089","SH3 domain and tetratricopeptide repeats 1 [Source:HGNC Symbol;Acc:HGNC:26009]","protein_coding",57.48,8182072,8241803,543,"4","p16.1","SH3TC1","",59731
"ENSG00000132718","synaptotagmin 11 [Source:HGNC Symbol;Acc:HGNC:19239]","protein_coding",46.48,155859567,155885199,5182,"1","q22","SYT11","",25632
"ENSG00000143622","Ras like without CAAX 1 [Source:HGNC Symbol;Acc:HGNC:10023]","protein_coding",43.8,155897808,155911404,3390,"1","q22","RIT1","",13596
"ENSG00000161381","plexin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20945]","protein_coding",50.88,39063313,39154394,6230,"17","q12","PLXDC1","",91081
"ENSG00000136698","cripto, FRL-1, cryptic family 1 [Source:HGNC Symbol;Acc:HGNC:18292]","protein_coding",53,130592165,130599575,1672,"2","q21.1","CFC1","",7410
"ENSG00000170929","olfactory receptor family 1 subfamily M member 1 [Source:HGNC Symbol;Acc:HGNC:8220]","protein_coding",46.79,9087061,9095669,2535,"19","p13.2","OR1M1","",8608
"ENSG00000132680","KH domain containing 4, pre-mRNA splicing factor [Source:HGNC Symbol;Acc:HGNC:29145]","protein_coding",42.57,155913045,155934413,4499,"1","q22","KHDC4","",21368
"ENSG00000151376","malic enzyme 3 [Source:HGNC Symbol;Acc:HGNC:6985]","protein_coding",42.88,86441108,86672636,2240,"11","q14.2","ME3","",231528
"ENSG00000161807","olfactory receptor family 7 subfamily G member 1 [Source:HGNC Symbol;Acc:HGNC:8465]","protein_coding",45.51,9114828,9115763,936,"19","p13.2","OR7G1","",935
"ENSG00000170920","olfactory receptor family 7 subfamily G member 3 [Source:HGNC Symbol;Acc:HGNC:8467]","protein_coding",48.14,9126012,9126950,939,"19","p13.2","OR7G3","",938
"ENSG00000130803","zinc finger protein 317 [Source:HGNC Symbol;Acc:HGNC:13507]","protein_coding",44.47,9140397,9163424,3955,"19","p13.2","ZNF317","",23027
"ENSG00000169618","prokineticin receptor 1 [Source:HGNC Symbol;Acc:HGNC:4524]","protein_coding",46.47,68643579,68658251,4287,"2","p13.3","PROKR1","",14672
"ENSG00000163092","xin actin binding repeat containing 2 [Source:HGNC Symbol;Acc:HGNC:14303]","protein_coding",36.19,166888480,167259753,3292,"2","q24.3","XIRP2","",371273
"ENSG00000124788","ataxin 1 [Source:HGNC Symbol;Acc:HGNC:10548]","protein_coding",41.86,16299112,16761491,10602,"6","p22.3","ATXN1","",462379
"ENSG00000172869","Dmx like 1 [Source:HGNC Symbol;Acc:HGNC:2937]","protein_coding",37.58,119037772,119249138,577,"5","q23.1","DMXL1","",211366
"ENSG00000188000","olfactory receptor family 7 subfamily D member 2 [Source:HGNC Symbol;Acc:HGNC:8378]","protein_coding",41.88,9178979,9188818,3157,"19","p13.2","OR7D2","",9839
"ENSG00000174667","olfactory receptor family 7 subfamily D member 4 [Source:HGNC Symbol;Acc:HGNC:8380]","protein_coding",42.29,9210276,9219589,4968,"19","p13.2","OR7D4","",9313
"ENSG00000170923","olfactory receptor family 7 subfamily G member 2 [Source:HGNC Symbol;Acc:HGNC:8466]","protein_coding",45.24,9100407,9107475,3015,"19","p13.2","OR7G2","",7068
"ENSG00000079432","capicua transcriptional repressor [Source:HGNC Symbol;Acc:HGNC:14214]","protein_coding",61.52,42268537,42295797,8218,"19","q13.2","CIC","",27260
"ENSG00000167770","OTU deubiquitinase, ubiquitin aldehyde binding 1 [Source:HGNC Symbol;Acc:HGNC:23077]","protein_coding",59.12,63985853,64001811,2493,"11","q13.1","OTUB1","",15958
"ENSG00000196549","membrane metalloendopeptidase [Source:HGNC Symbol;Acc:HGNC:7154]","protein_coding",37.52,155024124,155183704,2854,"3","q25.2","MME","",159580
"ENSG00000116584","Rho/Rac guanine nucleotide exchange factor 2 [Source:HGNC Symbol;Acc:HGNC:682]","protein_coding",50.95,155946851,156007070,4080,"1","q22","ARHGEF2","",60219
"ENSG00000141748","ADP ribosylation factor like GTPase 5C [Source:HGNC Symbol;Acc:HGNC:31111]","protein_coding",52.16,39156894,39167484,941,"17","q12","ARL5C","",10590
"ENSG00000278705","H4 clustered histone 2 [Source:HGNC Symbol;Acc:HGNC:4789]","protein_coding",47,26025952,26027283,1332,"6","p22.2","H4C2","",1331
"ENSG00000152592","dentin matrix acidic phosphoprotein 1 [Source:HGNC Symbol;Acc:HGNC:2932]","protein_coding",38.38,87650280,87664361,2705,"4","q22.1","DMP1","",14081
"ENSG00000096696","desmoplakin [Source:HGNC Symbol;Acc:HGNC:3052]","protein_coding",42.3,7541617,7586714,7812,"6","p24.3","DSP","",45097
"ENSG00000067191","calcium voltage-gated channel auxiliary subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:1401]","protein_coding",54.39,39173453,39197703,3711,"17","q12","CACNB1","",24250
"ENSG00000118785","secreted phosphoprotein 1 [Source:HGNC Symbol;Acc:HGNC:11255]","protein_coding",36.13,87975667,87983532,1581,"4","q22.1","SPP1","",7865
"ENSG00000166352","intraflagellar transport associated protein [Source:HGNC Symbol;Acc:HGNC:25142]","protein_coding",37.62,36594369,36675695,1137,"11","p12","IFTAP","",81326
"ENSG00000007001","uridine phosphorylase 2 [Source:HGNC Symbol;Acc:HGNC:23061]","protein_coding",40.24,157876702,158136154,2435,"2","q24.1","UPP2","",259452
"ENSG00000176894","peroxisomal membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:9716]","protein_coding",52.41,132687587,132704985,970,"12","q24.33","PXMP2","",17398
"ENSG00000135903","paired box 3 [Source:HGNC Symbol;Acc:HGNC:8617]","protein_coding",39.73,222199887,222298998,3170,"2","q36.1","PAX3","",99111
"ENSG00000166289","pleckstrin homology and FYVE domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20764]","protein_coding",56.05,29665459,29675477,1357,"19","q12","PLEKHF1","",10018
"ENSG00000185385","olfactory receptor family 7 subfamily A member 17 [Source:HGNC Symbol;Acc:HGNC:8363]","protein_coding",40.69,14878203,14886132,3565,"19","p13.12","OR7A17","",7929
"ENSG00000104936","DM1 protein kinase [Source:HGNC Symbol;Acc:HGNC:2933]","protein_coding",59.05,45769709,45782552,3243,"19","q13.32","DMPK","",12843
"ENSG00000247077","PGAM family member 5, mitochondrial serine/threonine protein phosphatase [Source:HGNC Symbol;Acc:HGNC:28763]","protein_coding",55.09,132710819,132722734,1182,"12","q24.33","PGAM5","",11915
"ENSG00000145908","zinc finger protein 300 [Source:HGNC Symbol;Acc:HGNC:13091]","protein_coding",36.58,150894392,150904983,4155,"5","q33.1","ZNF300","",10591
"ENSG00000168566","small nuclear ribonucleoprotein U11/U12 subunit 48 [Source:HGNC Symbol;Acc:HGNC:21368]","protein_coding",37.33,7590198,7611967,4174,"6","p24.3","SNRNP48","",21769
"ENSG00000112787","fibrosin like 1 [Source:HGNC Symbol;Acc:HGNC:29308]","protein_coding",62.75,132489551,132585188,5568,"12","q24.33","FBRSL1","",95637
"ENSG00000150773","PIH1 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25210]","protein_coding",40.01,112063218,112074274,1932,"11","q23.1","PIH1D2","",11056
"ENSG00000086570","FAT atypical cadherin 2 [Source:HGNC Symbol;Acc:HGNC:3596]","protein_coding",46.28,151504092,151591331,4839,"5","q33.1","FAT2","",87239
"ENSG00000124641","mediator complex subunit 20 [Source:HGNC Symbol;Acc:HGNC:16840]","protein_coding",46.57,41905354,41921139,2478,"6","p21.1","MED20","",15785
"ENSG00000109501","wolframin ER transmembrane glycoprotein [Source:HGNC Symbol;Acc:HGNC:12762]","protein_coding",57.04,6269849,6303265,3255,"4","p16.1","WFS1","",33416
"ENSG00000188039","NACHT and WD repeat domain containing 1 [Source:HGNC Symbol;Acc:HGNC:27619]","protein_coding",48.08,16719847,16817963,7764,"19","p13.11","NWD1","",98116
"ENSG00000186635","ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1 [Source:HGNC Symbol;Acc:HGNC:16925]","protein_coding",54.91,72685069,72793599,2758,"11","q13.4","ARAP1","",108530
"ENSG00000141750","SH3 and cysteine rich domain 2 [Source:HGNC Symbol;Acc:HGNC:23990]","protein_coding",57.83,39210541,39225945,3430,"17","q12","STAC2","",15404
"ENSG00000112578","bystin like [Source:HGNC Symbol;Acc:HGNC:1157]","protein_coding",48.48,41921499,41933046,1718,"6","p21.1","BYSL","",11547
"ENSG00000196862","RANBP2 like and GRIP domain containing 4 [Source:HGNC Symbol;Acc:HGNC:32417]","protein_coding",40.47,107826892,107892544,7212,"2","q12.3","RGPD4","",65652
"ENSG00000145832","solute carrier family 25 member 48 [Source:HGNC Symbol;Acc:HGNC:30451]","protein_coding",44.71,135579202,135889770,3764,"5","q31.1","SLC25A48","",310568
"ENSG00000255154","hydroxyacyl-thioester dehydratase type 2 [Source:HGNC Symbol;Acc:HGNC:53111]","protein_coding",44.8,58306262,58320193,648,"3","p14.3","HTD2","",13931
"ENSG00000231738","tetraspanin 19 [Source:HGNC Symbol;Acc:HGNC:31886]","protein_coding",34.17,85014311,85036277,385,"12","q21.31","TSPAN19","",21966
"ENSG00000138100","tripartite motif containing 54 [Source:HGNC Symbol;Acc:HGNC:16008]","protein_coding",47.71,27282429,27307439,1930,"2","p23.3","TRIM54","",25010
"ENSG00000170190","solute carrier family 16 member 5 [Source:HGNC Symbol;Acc:HGNC:10926]","protein_coding",56.22,75087727,75106162,2019,"17","q25.1","SLC16A5","",18435
"ENSG00000112576","cyclin D3 [Source:HGNC Symbol;Acc:HGNC:1585]","protein_coding",47.06,41934934,42050357,2047,"6","p21.1","CCND3","",115423
"ENSG00000277817","microRNA 6738 [Source:HGNC Symbol;Acc:HGNC:49939]","miRNA",54.69,155951273,155951336,64,"1","q22","MIR6738","hsa-mir-6738",63
"ENSG00000185261","KIAA0825 [Source:HGNC Symbol;Acc:HGNC:28532]","protein_coding",36.66,94150851,94618604,4942,"5","q15","KIAA0825","",467753
"ENSG00000166598","heat shock protein 90 beta family member 1 [Source:HGNC Symbol;Acc:HGNC:12028]","protein_coding",39.87,103930107,103953931,581,"12","q23.3","HSP90B1","",23824
"ENSG00000163479","signal sequence receptor subunit 2 [Source:HGNC Symbol;Acc:HGNC:11324]","protein_coding",46.99,156009048,156020951,1108,"1","q22","SSR2","",11903
"ENSG00000172493","AF4/FMR2 family member 1 [Source:HGNC Symbol;Acc:HGNC:7135]","protein_coding",41.18,86935002,87141039,1668,"4","q21.3","AFF1","",206037
"ENSG00000186314","PRELI domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28306]","protein_coding",38.53,145471799,145835369,525,"5","q32","PRELID2","",363570
"ENSG00000204128","chromosome 2 open reading frame 72 [Source:HGNC Symbol;Acc:HGNC:27418]","protein_coding",48.76,231037523,231049719,3629,"2","q37.1","C2orf72","",12196
"ENSG00000125449","armadillo repeat containing 7 [Source:HGNC Symbol;Acc:HGNC:26168]","protein_coding",51.99,75109952,75130272,1002,"17","q25.1","ARMC7","",20320
"ENSG00000213139","crystallin gamma S [Source:HGNC Symbol;Acc:HGNC:2417]","protein_coding",37.09,186538441,186546702,1132,"3","q27.3","CRYGS","",8261
"ENSG00000135914","5-hydroxytryptamine receptor 2B [Source:HGNC Symbol;Acc:HGNC:5294]","protein_coding",34.88,231108230,231125042,2170,"2","q37.1","HTR2B","",16812
"ENSG00000125458","5', 3'-nucleotidase, cytosolic [Source:HGNC Symbol;Acc:HGNC:17144]","protein_coding",65.43,75130225,75131757,860,"17","q25.1","NT5C","",1532
"ENSG00000113838","TBCC domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25546]","protein_coding",40.73,186546067,186570543,2700,"3","q27.3","TBCCD1","",24476
"ENSG00000263641","microRNA 4777 [Source:HGNC Symbol;Acc:HGNC:41773]","miRNA",29.07,231362708,231362793,86,"2","q37.1","MIR4777","hsa-mir-4777",85
"ENSG00000127511","SIN3 transcription regulator family member B [Source:HGNC Symbol;Acc:HGNC:19354]","protein_coding",52.98,16829398,16880353,5038,"19","p13.11","SIN3B","",50955
"ENSG00000156966","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7 [Source:HGNC Symbol;Acc:HGNC:18811]","protein_coding",62.73,231395710,231401164,3539,"2","q37.1","B3GNT7","",5454
"ENSG00000164329","terminal nucleotidyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:26776]","protein_coding",36.26,79612120,79688246,781,"5","q14.1","TENT2","",76126
"ENSG00000243449","chromosome 4 open reading frame 48 [Source:HGNC Symbol;Acc:HGNC:34437]","protein_coding",69.14,2041995,2043964,425,"4","p16.3","C4orf48","",1969
"ENSG00000138675","fibroblast growth factor 5 [Source:HGNC Symbol;Acc:HGNC:3683]","protein_coding",37.23,80266639,80336680,5313,"4","q21.21","FGF5","",70041
"ENSG00000171596","neuromedin U receptor 1 [Source:HGNC Symbol;Acc:HGNC:4518]","protein_coding",55.78,231523187,231530445,3221,"2","q37.1","NMUR1","",7258
"ENSG00000145192","alpha 2-HS glycoprotein [Source:HGNC Symbol;Acc:HGNC:349]","protein_coding",47.73,186613060,186621318,1574,"3","q27.3","AHSG","",8258
"ENSG00000144504","ankyrin repeat and MYND domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20987]","protein_coding",49.38,240479422,240569209,2449,"2","q37.3","ANKMY1","",89787
"ENSG00000196344","alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide [Source:HGNC Symbol;Acc:HGNC:256]","protein_coding",37.02,99412261,99435510,2289,"4","q23","ADH7","",23249
"ENSG00000189159","Jupiter microtubule associated homolog 1 [Source:HGNC Symbol;Acc:HGNC:14569]","protein_coding",46.27,75135248,75168281,2289,"17","q25.1","JPT1","",33033
"ENSG00000160803","ubiquilin 4 [Source:HGNC Symbol;Acc:HGNC:1237]","protein_coding",50.71,156035299,156053798,3582,"1","q22","UBQLN4","",18499
"ENSG00000230062","ankyrin repeat domain 66 [Source:HGNC Symbol;Acc:HGNC:44669]","protein_coding",39.58,46746933,46759506,1330,"6","p12.3","ANKRD66","",12573
"ENSG00000090512","fetuin B [Source:HGNC Symbol;Acc:HGNC:3658]","protein_coding",41.34,186635969,186653141,591,"3","q27.3","FETUB","",17172
"ENSG00000249853","heparan sulfate-glucosamine 3-sulfotransferase 5 [Source:HGNC Symbol;Acc:HGNC:19419]","protein_coding",37.55,114055596,114343023,3869,"6","q22.1","HS3ST5","",287427
"ENSG00000001167","nuclear transcription factor Y subunit alpha [Source:HGNC Symbol;Acc:HGNC:7804]","protein_coding",40.69,41072974,41102403,6209,"6","p21.1","NFYA","",29429
"ENSG00000116586","late endosomal/lysosomal adaptor, MAPK and MTOR activator 2 [Source:HGNC Symbol;Acc:HGNC:29796]","protein_coding",50.95,156054782,156058506,621,"1","q22","LAMTOR2","",3724
"ENSG00000083097","DOP1 leucine zipper like protein A [Source:HGNC Symbol;Acc:HGNC:21194]","protein_coding",35.96,83067666,83171350,7957,"6","q14.1","DOP1A","",103684
"ENSG00000132698","RAB25, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:18238]","protein_coding",51.24,156061160,156070504,1100,"1","q22","RAB25","",9344
"ENSG00000177752","Yip1 domain family member 7 [Source:HGNC Symbol;Acc:HGNC:26825]","protein_coding",36.7,44622088,44678556,632,"4","p12","YIPF7","",56468
"ENSG00000131844","methylcrotonoyl-CoA carboxylase 2 [Source:HGNC Symbol;Acc:HGNC:6937]","protein_coding",41.49,71579531,71658706,3874,"5","q13.2","MCCC2","",79175
"ENSG00000196189","semaphorin 4A [Source:HGNC Symbol;Acc:HGNC:10729]","protein_coding",51.59,156147366,156177752,1057,"1","q22","SEMA4A","",30386
"ENSG00000056291","neuropeptide FF receptor 2 [Source:HGNC Symbol;Acc:HGNC:4525]","protein_coding",36.76,72031902,72148305,1964,"4","q13.3","NPFFR2","",116403
"ENSG00000113905","histidine rich glycoprotein [Source:HGNC Symbol;Acc:HGNC:5181]","protein_coding",43.63,186660216,186678234,582,"3","q27.3","HRG","",18018
"ENSG00000127533","F2R like thrombin or trypsin receptor 3 [Source:HGNC Symbol;Acc:HGNC:3540]","protein_coding",61.17,16888999,16892606,3334,"19","p13.11","F2RL3","",3607
"ENSG00000160111","C3 and PZP like alpha-2-macroglobulin domain containing 8 [Source:HGNC Symbol;Acc:HGNC:23228]","protein_coding",50.2,16892951,17026815,6913,"19","p13.11","CPAMD8","",133864
"ENSG00000188612","small ubiquitin like modifier 2 [Source:HGNC Symbol;Acc:HGNC:11125]","protein_coding",46.28,75165586,75182959,3166,"17","q25.1","SUMO2","",17373
"ENSG00000197386","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]","protein_coding",45.83,3041363,3243957,13834,"4","p16.3","HTT","",202594
"ENSG00000091181","interleukin 5 receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:6017]","protein_coding",41.97,3066324,3126613,5739,"3","p26.2","IL5RA","",60289
"ENSG00000125450","nucleoporin 85 [Source:HGNC Symbol;Acc:HGNC:8734]","protein_coding",48.14,75205659,75235758,553,"17","q25.1","NUP85","",30099
"ENSG00000284503","microRNA 3652 [Source:HGNC Symbol;Acc:HGNC:38894]","miRNA",70.23,103930425,103930555,131,"12","q23.3","MIR3652","hsa-mir-3652",130
"ENSG00000204954","chromosome 12 open reading frame 73 [Source:HGNC Symbol;Acc:HGNC:34450]","protein_coding",40.61,103940763,103965708,1729,"12","q23.3","C12orf73","",24945
"ENSG00000131351","HAUS augmin like complex subunit 8 [Source:HGNC Symbol;Acc:HGNC:30532]","protein_coding",49.64,17049729,17075625,1407,"19","p13.11","HAUS8","",25896
